"A","x1","x2","x3","x4","x5","Y"
3,-0.142064305953681,-0.606098080053926,-0.723186398856342,0.312599419150501,0.860652237199247,0.342518730916818
1,0.574206565041095,-0.190990332979709,0.740546006709337,-0.346781816799194,0.39208491332829,2.24458208664594
1,-0.110925190150738,0.282133829779923,-0.696445921901613,0.95276599097997,-0.867677566129714,-1.27473279706973
2,0.102311060763896,-0.896792132407427,-0.69649643311277,0.892957863397896,-0.669255202170461,-0.313060093756329
1,0.22108331695199,0.0193671146407723,-0.404523136559874,-0.224258244503289,-0.815400617197156,-1.44521072923546
1,-0.870639036409557,-0.902709256857634,0.511598772834986,-0.268914435058832,0.729356637690216,-0.198792566246161
1,0.885590691119432,-0.0538882617838681,0.7018689843826,0.896020173560828,-0.831782890483737,2.6673220236381
1,-0.392616981640458,-0.262564197648317,-0.141710496973246,0.46778007177636,-0.588448908179998,1.93532264101568
3,-0.442898700013757,-0.969165438786149,-0.891278012655675,0.282401964068413,0.898509595077485,-0.577560418304423
3,-0.480885358527303,-0.318847322836518,-0.402670683339238,-0.489107567351311,0.943153511267155,2.13207588939522
2,-0.359227736946195,-0.225039012730122,-0.80530173284933,-0.502643219660968,-0.667199592571706,1.02088103303158
1,-0.116921645123512,0.120274374261498,-0.296222654171288,0.892402305267751,0.9261863254942,0.51176647294326
2,-0.662960902322084,0.213849320542067,-0.0471343724057078,-0.393077429383993,0.832424256484956,0.0920377414652815
2,0.910434918943793,0.76561486069113,0.677939758636057,0.51407534442842,0.915131174959242,1.37423387454908
1,-0.101099498569965,-0.216624306049198,-0.665649067610502,-0.793593789916486,0.976342439185828,-1.36919346411008
1,0.833077857270837,-0.0766587327234447,-0.37652473570779,-0.782813556492329,0.379891770891845,3.20728621244648
3,0.652101510204375,0.0326246190816164,-0.180245206225663,0.0144503456540406,-0.684306800365448,-0.00448915336596822
2,-0.727416972164065,0.181687757372856,0.227955405134708,0.293521475512534,0.241538399364799,0.551432262603041
3,-0.349268484394997,0.670278175268322,0.523788347840309,0.435423931106925,0.475743576418608,1.82600242258405
3,-0.7089515007101,0.259217001963407,0.498192495666444,-0.749284792225808,0.901223314926028,0.908085438791029
3,0.288901545107365,0.977321029175073,0.283922837115824,-0.988354479894042,0.168784220237285,1.92295509423892
3,0.970727882813662,0.962597781326622,0.928442340809852,0.228250171989202,0.601962361950427,-0.313115616019665
1,-0.0344952559098601,0.136676833033562,0.515236085746437,-0.594812069553882,-0.241893722675741,-0.423643129640142
1,0.110012685880065,0.6974962442182,0.200076323468238,-0.521033396013081,0.813709578011185,-1.08648152977268
1,0.830292203929275,0.783470457419753,0.577860870864242,-0.454611137509346,0.00585749838501215,2.386235363061
1,0.532105574849993,0.755943418946117,0.6620809501037,-0.481384645681828,0.860319565515965,4.88799293694798
1,-0.248967702966183,-0.973444382660091,-0.775151173118502,0.685535589233041,-0.267827569041401,0.491726108742935
2,-0.0318781225942075,0.642307364847511,0.305663011968136,-0.384395711589605,-0.206105506047606,1.67276846216103
1,0.677088353782892,0.0109284440986812,0.0158695536665618,-0.425051524303854,-0.378075974527746,0.902351126390378
1,-0.922875787131488,-0.538998810574412,0.855227818712592,0.741446740459651,0.220092384144664,1.24268599473649
2,0.303301539737731,0.547379513271153,0.767848929390311,-0.712459298316389,0.341336634010077,-0.78360533196265
3,-0.543380559887737,0.929358611814678,-0.0676714503206313,0.0201737661845982,-0.411361597944051,1.68013605082918
2,0.385773029644042,-0.0896568326279521,0.632157990243286,-0.434441599994898,-0.7728954651393,-0.48673480079242
2,-0.273950644768775,0.169064593035728,0.333145443815738,-0.511485039256513,0.965386817697436,3.000186136643
3,-0.38621785864234,0.131883156020194,-0.269351967610419,0.339922675862908,-0.608245030976832,0.214587700028817
2,-0.17646683845669,0.499946033582091,-0.862655745819211,0.576333459001034,-0.488059177063406,-0.366623698915881
2,-0.235024774447083,0.469823745079339,0.537189190741628,0.0280051757581532,-0.466917289420962,0.0672895758075627
3,0.113998184911907,0.0528436731547117,0.378470019903034,-0.44798142509535,-0.175146535504609,0.936167565321455
1,0.140519593376666,-0.144627678208053,0.768514087423682,-0.106511674821377,-0.357901920098811,-0.825123461606831
3,-0.267284988425672,-0.392881100531667,-0.619240455795079,0.218004457652569,0.911794579122216,1.76860220628282
3,0.274311980232596,0.324411264620721,0.0466616940684617,0.190730123315006,0.297718564979732,1.41505264775781
2,-0.0928946910426021,0.374547351617366,-0.426020563114434,-0.760918896179646,0.628328768536448,-0.358493220754028
2,-0.816558385267854,0.90059840073809,-0.946380420122296,-0.582311561331153,0.784402246121317,1.21591245310669
1,-0.875519333872944,0.531379629392177,-0.237253740429878,-0.890938828233629,-0.506183107849211,-0.414810347072739
2,0.887936652638018,-0.701601523440331,0.926135471556336,-0.481253576464951,-0.608264291658998,-1.77433730587992
3,-0.442836616653949,0.802112475968897,0.782941641286016,-0.678165297023952,-0.244019208941609,1.1072591811684
2,0.291105485521257,0.262477396056056,-0.731509538833052,-0.561302412766963,0.759284012485296,-0.104615097038063
2,-0.535135800950229,0.218207628000528,-0.724831708241254,-0.657817285507917,-0.2244783914648,0.496972016553632
2,0.363263050094247,-0.558246990200132,0.841985831968486,0.99423354677856,-0.409049856476486,2.82560263110526
3,0.474157759454101,-0.166195791680366,0.542557300534099,0.176173868589103,-0.525607832707465,1.31088273784885
3,0.252127195708454,-0.878660595044494,0.248859005980194,0.580270802136511,0.876794251613319,1.37655455774898
3,-0.516912303399295,-0.25645795231685,-0.209558571688831,0.388260406441987,-0.650399276986718,1.02016734228428
2,0.914722948335111,0.967340517789125,-0.897272493690252,0.407354422844946,0.378894979134202,-0.905381510391813
3,0.195886468049139,-0.348201544489712,-0.806419232860208,-0.841731005348265,-0.424392513930798,-0.0101401199398936
3,0.736570657696575,0.833825984969735,0.340790316928178,0.311984394676983,-0.262773182243109,0.79563568341453
2,0.135963236447424,0.656042819842696,0.677026246208698,-0.241887452080846,0.358919615857303,0.500521273211095
2,0.810161422938108,-0.316804085858166,0.412577074952424,0.421637089457363,0.251282774377614,1.2377377516309
3,-0.878779822029173,0.398943589068949,0.0683937831781805,-0.0794623023830354,0.504659722093493,1.58994081910966
2,-0.621170854661614,0.455040496774018,0.566123467404395,0.718980668112636,0.486172223463655,0.204999710312368
3,0.0972104393877089,-0.330787149723619,-0.0683925342746079,0.836894734762609,-0.479095592629164,0.713400874516559
1,-0.683114206884056,-0.516708246432245,-0.870385036338121,-0.976135222706944,0.275109009817243,0.178530102388577
1,0.0810624323785305,0.588840655516833,-0.321167909074575,0.697563576512039,-0.880355052184314,0.923691955229113
3,-0.364390895236284,-0.194555990863591,-0.0793508561328053,-0.0904222745448351,-0.903352258261293,1.15591874381755
3,-0.464935888070613,0.24451469630003,0.0123739391565323,0.01020522788167,-0.188381493091583,2.02718544301197
2,0.927895283792168,0.113998982124031,-0.795583606697619,-0.187400825321674,0.500599634833634,1.43174850762866
2,0.40727716172114,0.393866304773837,0.832394080702215,-0.220033267047256,0.352864013984799,0.919438683763961
1,-0.918127049226314,0.668155000545084,0.306160250212997,-0.580516528803855,-0.910986756440252,-1.50929116660569
2,0.0467760362662375,0.199667239561677,-0.882827868685126,0.385387832298875,-0.0811435231007636,1.24649948515795
1,0.268120482563972,0.807578256819397,-0.0992317753843963,-0.696253078989685,-0.492486513685435,-1.51145206477144
1,-0.13435200182721,-0.424008396454155,-0.878080328926444,-0.5670075728558,0.884272698778659,-0.577923968143257
3,-0.295424686279148,0.950237742625177,-0.765034439042211,-0.64700445253402,-0.375449859537184,0.137295950648842
3,0.173874616157264,-0.648378523997962,0.687287628185004,-0.256974944844842,0.350764441303909,0.511844016869845
3,0.106858025770634,-0.970880025997758,-0.428000780753791,0.294020143337548,0.83973316848278,1.94575157107558
1,-0.524075099267066,0.27631261292845,-0.634108179248869,0.820910661481321,0.593865498434752,1.67277420759267
3,0.276506788562983,-0.1205118666403,0.224140094127506,-0.608798562549055,0.196976866107434,0.0851111470103598
1,0.093146791215986,0.780183290597051,-0.672659243922681,-0.775841422844678,0.0184483481571078,-0.161905988729375
2,-0.872103062923998,0.531338082626462,-0.755488397087902,-0.937030251603574,0.169704291038215,0.47034294049844
2,0.845352832227945,0.989086027722806,0.58761228621006,0.0848818984813988,0.238620563410223,0.918577185481029
3,0.970424594823271,-0.525409203022718,0.359338012523949,-0.664763566106558,0.982828904408962,1.04052476070547
2,-0.507018744479865,0.205742433667183,-0.962414288893342,0.11828527925536,-0.937194898258895,-1.40017524206974
2,0.217769623268396,-0.150216609239578,-0.0710189915262163,0.120402933098376,-0.298880469053984,1.15594596896332
3,0.65600592456758,-0.386077469214797,-0.746174772270024,-0.479049225337803,-0.167394998017699,0.702569845254152
3,0.572556887287647,0.48861575871706,0.0606557386927307,-0.0958496760576963,-0.669035377912223,-0.160250835474239
2,-0.173915081191808,0.370638616848737,0.0333769731223583,-0.496632524300367,0.720205769874156,0.762271497101187
1,-0.346074261702597,-0.0830577765591443,-0.634157795459032,0.879308556672186,0.440934068989009,0.375313987047229
3,-0.53172036446631,-0.16673378739506,0.878356360364705,0.101938136387616,-0.753135276027024,2.49376395547383
2,-0.705401641782373,0.470668006222695,-0.816920642275363,-0.48633559467271,0.714866618160158,-0.105576410337136
1,0.933789513073862,0.924710211344063,-0.692491370253265,-0.671732991468161,-0.901251166127622,0.889671302664512
2,0.832378320861608,0.381611157674342,0.047596872318536,-0.917232223320752,0.1858892403543,-0.674964356816132
2,-0.382934007328004,0.0144955753348768,-0.446422297041863,-0.264651481993496,0.78679256234318,-1.57104765282594
3,-0.794432637281716,0.406882458366454,0.0887712212279439,-0.554669824894518,0.915201953612268,-0.663792932374691
1,0.813403064385056,0.32595522608608,0.697140721604228,-0.825111160520464,0.227660268545151,1.95067730234835
1,-0.692846519872546,-0.0323477410711348,-0.870300694834441,0.506374686490744,0.430706070736051,-0.550763176946314
3,0.653161048423499,-0.247647675685585,0.651415491942316,0.538621739950031,-0.109299662522972,0.759918767378668
2,0.303741053678095,0.0671747154556215,-0.400574679020792,-0.0835467111319304,-0.876217839308083,1.264697566341
1,0.224826133344322,0.54119169479236,-0.989158161915839,0.950814840849489,0.111706197727472,-0.18647104185505
3,0.334185726474971,-0.661310096271336,0.71073799347505,0.496959933079779,-0.864398603793234,0.849731292723741
2,0.624057639855891,0.671657512895763,0.834165418986231,-0.314709569793195,-0.908522435463965,-1.1006981000804
3,-0.833199496846646,-0.489714065100998,-0.645962267648429,-0.692099799867719,-0.242387887090445,0.599886181150701
3,-0.266356917563826,-0.441227029077709,-0.636298595461994,-0.83474190486595,0.0845295959152281,0.878132522993948
2,-0.339094205759466,-0.370295493397862,0.697846644558012,0.797203582245857,0.567025682423264,0.382854794834857
2,-0.598670612089336,0.687120529823005,0.287763942964375,-0.504238447640091,-0.954569609835744,-0.0277754467290313
2,-0.230226045008749,-0.292048798874021,-0.738632269669324,0.387132266070694,-0.408127757720649,1.50510994064436
3,-0.631549261044711,-0.12262241076678,0.838037699926645,-0.293210578151047,-0.56382667645812,1.9538385325688
3,-0.619247516151518,0.721706735435873,-0.1969143897295,0.479429414495826,-0.120803033001721,1.47317934869304
3,0.19126290269196,0.0251083727926016,0.908612719736993,0.517951876390725,0.0452153021469712,1.62973027023984
2,-0.49795386614278,-0.174967184197158,-0.294659526087344,-0.6238276893273,-0.246236721985042,0.067416030678617
1,-0.410589773673564,0.618575167842209,-0.887589906807989,0.981597892940044,-0.618117104750127,-0.690296505315861
1,0.508046631701291,-0.00769641157239676,-0.0787792764604092,-0.923838396556675,0.855892732739449,1.57533228741308
3,0.208220673259348,-0.486757759936154,-0.327825039159507,0.317120919469744,-0.909756078384817,1.75520949002433
2,0.503716879058629,-0.120590117294341,0.100376999005675,0.215286238119006,-0.364347390364856,0.109451816714193
1,0.555485299322754,-0.845397160854191,-0.965385555289686,0.123147156555206,-0.812877928838134,1.54967289227212
2,-0.570253474172205,-0.77889732690528,0.864139053504914,-0.360930398572236,0.141096113715321,2.219816036659
3,0.970667817629874,0.178416686598212,0.661610207054764,-0.428430909756571,0.181450472213328,0.193038457453216
2,-0.385093285236508,0.758456688374281,-0.314319719560444,-0.40242760675028,0.612074914388359,1.70117298557063
2,-0.0639077504165471,-0.150394179392606,0.0917803226038814,-0.777860066853464,-0.0372461588121951,0.537352507051125
2,-0.785488170105964,0.870875819586217,-0.662176845595241,-0.598967846948653,0.297909741289914,0.223667979433018
1,-0.12544387858361,0.202801302541047,-0.620192776434124,0.182054225821048,0.492740879300982,-0.615303747950765
3,0.121300546452403,0.327346841804683,0.773285529576242,0.87665890622884,-0.389827044215053,0.17996171710544
3,-0.537954888306558,0.137250592000782,-0.98125213989988,0.176270781084895,0.762659014668316,1.64068519925801
3,0.747399375773966,-0.0928391930647194,-0.0819809278473258,0.0786794414743781,-0.42315712897107,0.523858312307488
3,0.850578434765339,0.0644792672246695,-0.290398800279945,0.25893371226266,0.932803934440017,0.602290986168904
3,0.575104449409992,-0.876052701380104,0.649394300300628,-0.602874060627073,0.826846158131957,2.18023147563086
1,-0.857389541808516,-0.141904637683183,0.943749677855521,-0.515931236557662,-0.672316741663963,-2.07369402152174
2,0.0177567405626178,-0.728237314615399,-0.126913676038384,-0.518566584680229,0.789092074148357,1.99406907417064
3,0.307068784721196,0.636073161382228,-0.379619653802365,0.606877357698977,-0.772099009715021,1.00585007708085
3,0.158924407325685,-0.539960887283087,-0.455225311219692,0.419246001169086,-0.286463329102844,1.23368768406042
1,0.731647783424705,0.544108198489994,-0.555729341227561,0.777479718904942,0.26909467857331,1.25166368948173
3,0.579039144329727,-0.0364701063372195,-0.742547434289008,0.272593181114644,0.842141996603459,1.24855572945623
1,0.0710072675719857,-0.640118139330298,-0.136709777172655,-0.524023949634284,0.557771173305809,-1.67702238421057
1,-0.469027135055512,-0.843232369516045,-0.623368803877383,0.488177919760346,0.764405165333301,0.177767282437961
2,0.908476106356829,0.0110951079986989,0.67390036676079,-0.782635352108628,-0.124090934172273,-1.53096398614897
3,-0.311392571311444,-0.336080212146044,0.903385017067194,-0.505464949179441,-0.959444880485535,2.93751609409679
3,0.669032602570951,-0.526120701804757,-0.154983155895025,0.973509239964187,-0.101132458075881,2.61931745603477
1,-0.567821229808033,0.96264707390219,-0.490746750961989,0.700196766294539,-0.13247290533036,0.024352334996619
